#,World Check Sanctions List,Data Links,Type,Data Available?,Global/Local,link/URL,Scrapper Available/ Not Available,Developer,Status
202,LUXEMBOURG - CSSFW - Commission De Surveillance Du Secteur Financier - Warning Notices,http://www.cssf.lu/en/,,,Local,http://www.cssf.lu/en/,Scrapper Not Available,,
203,MALAYSIA - BNM - Bank Negara Malaysia,http://www.bnm.gov.my/index.php?lang=en&ch=en_financialconsumeralert,,,Local,http://www.bnm.gov.my,Scrapper Not Available,,
204,MALAYSIA - BNM-SANC - Bank Negara Malaysia Sanctions Order,http://amlcft.bnm.gov.my/AMLCFT04c.html,,,Global,http://amlcft.bnm.gov.my/AMLCFT04c.html,Scrapper Not Available,,
205,MALAYSIA - MSC - Securities Commission,http://recognizeinvestmentfraud.com/alerts-cautions,,,Local,https://www.sc.com.my,Scrapper Not Available,,
206,MALAYSIA - MYAGC-SANC - Malaysian Attorney Generals Chambers Sanctions Order,http://www.agc.gov.my/agcportal/index.php?r=portal2/lom&menu_id=b21XYmExVUhFOE4wempZdE1vNUVKdz09,,,Local,http://www.agc.gov.my/agcportal/index.php?r=portal2/lom&menu_id=b21XYmExVUhFOE4wempZdE1vNUVKdz09,Scrapper Not Available,,
207,MALAYSIA - MYBURSA - Bursa Malaysia Berhad,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/main-market/,,,Local,http://www.bursamalaysia.com/market/,Scrapper Not Available,,
208,MALAYSIA - MYMACC,https://www.benarnews.org/english/news/malaysian/macc-report-12312015140938.html,,,Local,https://www.benarnews.org/english/news/malaysian/macc-report-12312015140938.html,Scrapper Not Available,,
209,MALAYSIA - MYRMP - Royal Malaysian Police Wanted,https://mahaguru58.blogspot.com/2010/12/top-10-malaysias-most-wanted-royal.html,,,Local,https://www.interpol.int/Member-countries/Asia-South-Pacific/Malaysia,Scrapper Not Available,,
210,MALAYSIA - MYSSM - Companies Commission of Malaysia,http://www.ssm.com.my/Pages/Home.aspx,,,Local,http://www.ssm.com.my/Pages/Home.aspx,Scrapper Not Available,,
211,MALTA - MALTA FINANCIAL INTELLIGENCE ANALYSIS UNIT - MLFIA,https://egmontgroup.org/en/content/money-laundering-and-financing-terrorism,,,Local,http://www.fiumalta.org,Scrapper Not Available,,
212,MALTA - MFSA - Financial Services Authority,http://www.fiumalta.org,,,Local,http://www.fiumalta.org,Scrapper Not Available,,
213,MALTA - MFSANC - Sanctions List.,https://www.mfsa.com.mt/pages/viewcontent.aspx?id=105,,,Local,https://www.mfsa.com.mt/pages/viewcontent.aspx?id=105,Scrapper Not Available,,
214,MALTA - MLMGA - Malta Gaming Authority,https://www.mga.org.mt,,,Local,https://www.mga.org.mt,Scrapper Not Available,,
215,MAURITIUS - MUFSC - Mauritius Financial Services Commission,https://www.fscmauritius.org/en,,,Local,https://www.fscmauritius.org/en,Scrapper Not Available,,
216,MAURITIUS - MUICAC - Mauritius Independent Commission Against Corruption,https://www.transparencymauritius.org/wp-content/uploads/2012/11/BHADAIN-S.-v.-THE-INDEPENDENT-COMMISSION-AGAINST-CORRUPTION.pdf,,,Local,https://www.icac.mu,Scrapper Not Available,,
217,MEXICO - BANXICO - Central Bank of Mexico,http://www.banxico.org.mx/indexEn.html,,,Local,http://www.banxico.org.mx/indexEn.html,Scrapper Not Available,,
218,MEXICO - CNBV - Mexican National Banking Securities Commission,https://globaledge.msu.edu/global-resources/resource/10699,,,Global,https://globaledge.msu.edu/global-resources/resource/10699,Scrapper Not Available,,
219,MEXICO - CONDUSEF - Comision Nacional Para La Proteccion Y Defensa De Los Usuarios De Servcios Financieros,https://www.gob.mx/condusef,,,Local,https://www.gob.mx/condusef,Scrapper Not Available,,
220,MEXICO - MEXICAN PUBLIC FUNCTION SECRETARIAT- MXSFP,https://www.proz.com/kudoz/spanish-to-english/government-politics/3487132-secretaria-de-funcion-publica.html,,,Local,https://www.proz.com/kudoz/spanish-to-english/government-politics/3487132-secretaria-de-funcion-publica.html,Scrapper Not Available,,
221,MEXICO - MXCNSF - Mexican Insurance and Surety National Commission,https://uk.practicallaw.thomsonreuters.com/2-501-3652?transitionType=Default&contextData=(sc.Default),,,Local,https://uk.practicallaw.thomsonreuters.com/2-501-3652?transitionType=Default&contextData=(sc.Default),Scrapper Not Available,,
222,MEXICO - MXPGR - Mexican Prosecutors General Offices,https://www.wola.org/2018/04/wola-report-establishing-a-new-independent-national-prosecutors-office-is-crucial-to-mexicos-fight-against-corruption-and-impunity/,,,Local,https://www.wola.org/2018/04/wola-report-establishing-a-new-independent-national-prosecutors-office-is-crucial-to-mexicos-fight-against-corruption-and-impunity/,Scrapper Not Available,,
223,MEXICO - MXSAT - Mexican Tax Administration Service,https://www.sat.gob.mx/home,,,Local,https://www.sat.gob.mx/home,Scrapper Not Available,,
224,MOLDOVA - MDMAI - Ministry of Internal Affairs of Moldova,http://www.mfa.gov.md/start-page-en/,,,Local,http://www.mfa.gov.md/start-page-en/,Scrapper Not Available,,
225,NETHERLANDS - AFM - Autoriteit FinancieIe Markten,https://tixpdf.com/naam-bestuurslid-tf-kockelkoren.html,,,Local,https://www.afm.nl/en,Scrapper Not Available,,
226,NETHERLANDS - NETHERLANDS NATIONAL TERRORISM SANCTIONS - NNTS,https://www.government.nl/latest/news/2017/03/08/100-names-on-national-terrorism-list,,,Global,https://www.government.nl/documents/reports/2016/01/15/national-terrorism-list,Scrapper Not Available,,
227,NEW ZEALAND - SECNZ - Sec. & Exchange Comm.,https://www.nzx.com/markets/NZSX,,,Global,https://www.mfat.govt.nz/en/peace-rights-and-security/sanctions/,Scrapper Not Available,,
228,NEW ZEALAND - SERIOUS FRAUD OFFICE - SFONZ,https://www.sfo.govt.nz/victims,,,Global,https://www.mfat.govt.nz/en/peace-rights-and-security/sanctions/,Scrapper Not Available,,
229,NORWAY - FINANCIAL SUPERVISORY AUTHORITY - WARNING NOTICES - NOFSA,https://www.finma.ch/en/finma-public/warning-list/,,,Global,https://www.finanstilsynet.no/en/,Scrapper Not Available,,
230,PARAGUAY - NATIONAL SECURITIES COMMISSION OF PARAGUAY - PYCNV,https://books.google.com.pk/books?id=-D26zy3xhjEC&pg=PA23&lpg=PA23&dq=NATIONAL+SECURITIES+COMMISSION+OF+PARAGUAY+list&source=bl&ots=3P3hfYJrfF&sig=vKcnohudlZBsOW6fAPq7NA8ESao&hl=en&sa=X&ved=2ahUKEwjvxfSG2czfAhUISRUIHVjPA1cQ6AEwDnoECAcQAQ#v=onepage&q=NATIONAL%20SECURITIES%20COMMISSION%20OF%20PARAGUAY%20list&f=false,,,Local,https://www.ifac.org/about-ifac/membership/country/paraguay,Scrapper Not Available,,
231,PHILIPPINES - PHBSP - Central Bank of The Philippines,https://en.wikipedia.org/wiki/List_of_banks_in_the_Philippines,,,Local,http://www.bsp.gov.ph/about/history2.asp,Scrapper Not Available,,
232,PHILIPPINES - PHNBI - Philippines National Bureau of Investigation,http://www.chanrobles.com/legal3nbi.html#.XCsMaM1RXDd,,,Local,http://www.dnd.gov.ph,Scrapper Not Available,,
233,PHILIPPINES - PHPNP - Philippine National Police Most Wanted,http://www.chanrobles.com/legal3nbi.html#.XCsMaM1RXDd,,,Local,http://www.dnd.gov.ph,Scrapper Not Available,,
234,PHILIPPINES - PHSEC - Securities and Exchange Commission.,http://www.sec.gov.ph/online-services/search-registered-companies/,,,Local,http://www.dnd.gov.ph,Scrapper Not Available,,
235,POLAND - PLUOKIK - Polish Office of Competition and Consumer Protection,https://www.ftc.gov/policy/international/competition-consumer-protection-authorities-worldwide,,,Local,https://www.uokik.gov.pl/home.php,Scrapper Not Available,,
236,POLAND - PLFSA - Polish Financial Supervision Authority,https://www.knf.gov.pl/en/ENTITIES,,,Local,https://www.uokik.gov.pl/home.php,Scrapper Not Available,,
237,PORTUGAL - CENTRAL BANK OF PORTUGAL - PTCB,https://en.wikipedia.org/wiki/List_of_banks_in_Portugal,,,Local,https://www.bportugal.pt/en/page/the-bank-mission-and-tasks,Scrapper Not Available,,
238,PORTUGAL - PTADC - Portugal Competition Authority,http://ec.europa.eu/competition/ecn/list_of_authorities.pdf,,,Local,http://www.concorrencia.pt/vEN/Pages/Homepage-AdC-vEN.aspx,Scrapper Not Available,,
239,PORTUGAL - PTCMVM - Comissao Do Mercado De Valores Mobiliarios,https://www.portaldocidadao.pt/web/comissao-do-mercado-de-valores-mobiliarios/comissao-do-mercado-de-valores-mobiliarios,,,Local,https://www.portaldocidadao.pt/web/comissao-do-mercado-de-valores-mobiliarios/comissao-do-mercado-de-valores-mobiliarios,Scrapper Not Available,,
240,QATAR - QANCTC - Qatar National Counter Terrorism Committee,https://portal.moi.gov.qa/wps/portal/NCTC/list_main/!ut/p/a1/hY7JDoIwFEW_xUW3vGdFHHY4hIqIQ0iEbkxNEDFAsVT8fZHEldPdvZvzTi5wCIEXok4ToVNZiOx5c-uwGFGTMpN6zmI1x-16687MjUPR7zZA1AB95s0dc4m-MwgmDUBZYO0YRez--98Db5FfhhbAL7ERXOBJJo_t3Mgujr1hAlzFp1jFyrippj5rXVZjggRLqbTIjFymRiJr4yoI3svq1RP0p8GUIJN5_El2lpWG8M0BZR7ipZ_Vnt3pPACgSSE3/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,,,Local,https://portal.moi.gov.qa/wps/portal/NCTC/Media_Center/news/!ut/p/a1/hc9NC4JAEAbg39LBqzNtptbNSFbNSkNQ9xIatgrqilr-_Uy6BH3M7R2el2GAQQSsTu4FT_pC1En5zEw92yuiEEshLrX3JvpH39kqHiWoqyOIR7C0XJMqOzxQLdiMgFiBerII4vxfPwT2k1DtBX6dmAB-GQPBAcZLkU7_xEadLnQOrM2uWZu18q0d13nfN91aQgmHYZC5ELzM5IuoJPxUyUXXQ_QuoakiLLwq1Dtj9gC1oNmX/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,Scrapper Not Available,,
241,ROMANIA - ROANI - Romanian National Integrity Agency,http://www.networkforintegrity.org/continents/europe/national-integrity-agency-ani/,,,Local,http://www.networkforintegrity.org/continents/europe/national-integrity-agency-ani/,Scrapper Not Available,,
242,ROMANIA - ROASF - Romanian Financial Supervision Authority,https://www.bis.org/regauth.htm,,,Local,https://asfromania.ro/en/,Scrapper Not Available,,
243,ROMANIA - ROIGPR - General Inspectorate of Romanian Police,https://www.interpol.int/Member-countries/Europe/Romania,,,Local,https://www.politiadefrontiera.ro/en/main/pg-general-inspectorate-58.html,Scrapper Not Available,,
244,ROMANIA-ROMANIAN COMPETITIONS COUNCIL-RCC,http://www.consiliulconcurentei.ro/en/official-documents/competition/decisions.html,,,Local,https://openknowledge.worldbank.org/handle/10986/12281,Scrapper Not Available,,
245,RUSSIAN FEDERATION - CENTRAL BANK OF RUSSIAN FEDERATION - RUCBR,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=10048730,,,Local,https://www.cbr.ru/eng/,Scrapper Not Available,,
246,RUSSIAN FEDERATION - FEDERAL ANTIMONOPOLY SERVICE OF THE RUSSIAN FEDERATION - FASRF,http://en.fas.gov.ru/documents/documentdetails.html?id=14517,,,Local,http://en.fas.gov.ru,Scrapper Not Available,,
247,RUSSIAN FEDERATION - RUFTS-DD - Russian Federal Tax Service - Disqualified Directors,https://service.nalog.ru/disqualified.do,"All the disqualified people, we need to find the directors",,Local,https://www.nalog.ru/eng/fts/commissioner/,Scrapper Not Available,,
248,RUSSIAN FEDERATION - RUPGO - Prosecutor Generals Office Russian Federation,https://en.wikipedia.org/wiki/List_of_Prosecutor_Generals_of_Russia_and_the_Soviet_Union,,,Local,https://www.crunchbase.com/organization/the-prosecutor-general-s-office-of-the-russian-federation,Scrapper Not Available,,
249,RUSSIAN FEDERATION - RUSCRF - Russian Federal Investigative Committee,https://en.wikipedia.org/wiki/Investigative_Committee_of_Russia,,,Local,https://en.sledcom.ru,Scrapper Not Available,,
250,RUSSIAN FEDERATION - RUSSIAN FEDERAL DRUG CONTROL SERVICE - RUFDCS,http://government.ru/en/department/114/events/,,,Local,http://government.ru/en/department/114/events/,Scrapper Not Available,,
251,RUSSIAN FEDERATION - RUSSIAN FEDERAL PENAL SERVICE - RUFSIN,http://fsin.su/eng/,,,Local,http://fsin.su/eng/,Scrapper Not Available,,
252,RUSSIAN FEDERATION - RUSSIAN MINISTRY OF INTERNAL AFFAIRS - RUMVD,https://en.mvd.ru,,,Local,https://en.mvd.ru,Scrapper Not Available,,
253,RWANDA - RWANDAN PUBLIC PROCUREMENT AUTHORITY - RWPPA,http://rppa.gov.rw/index.php?id=188,,,Local,http://rppa.gov.rw/index.php?id=188,Scrapper Not Available,,
254,RWANDA - RWNP - Rwanda National Police,https://www.police.gov.rw/home/,,,Local,https://www.police.gov.rw/home/,Scrapper Not Available,,
255,SERBIA - BELGRADE APPELLATE COURT - RSBAC,http://www.bg.ap.sud.rs/en/articles/about-the-court-of-appeal/,,,Local,http://www.bg.ap.sud.rs/en/articles/about-the-court-of-appeal/,Scrapper Not Available,,
256,SERBIA - RSVSB - High Court of Serbia,https://www.vk.sud.rs/en/courts-republic-serbia,,,Local,https://www.vk.sud.rs/en/courts-republic-serbia,Scrapper Not Available,,
257,SEYCHELLES - FINANCIAL SERVICES AUTHORITY SEYCHELLES - SYFSA,https://www.fsaseychelles.sc,,,Local,https://www.fsaseychelles.sc,Scrapper Not Available,,
258,SEYCHELLES - SEYCHELLES INTERNATIONAL BUSINESS AUTHORITY - SYSIBA,https://www.fsaseychelles.sc,,,Local,https://www.fsaseychelles.sc,Scrapper Not Available,,
259,SINGAPORE - CADSG - Commercial Affairs Dept. Prosecutions.,https://www.police.gov.sg/about-us/organisational-structure/specialist-staff-departments/commercial-affairs-department/aml-cft,,,Local,https://www.police.gov.sg/about-us/organisational-structure/specialist-staff-departments/commercial-affairs-department/aml-cft,Scrapper Not Available,,
260,SINGAPORE - MAS - Monetary Authority Sanctions Lists,http://www.mas.gov.sg/regulations-and-financial-stability/anti-money-laundering-countering-the-financing-of-terrorism-and-targeted-financial-sanctions/targeted-financial-sanctions/lists-of-designated-individuals-and-entities.aspx,,,Global,http://www.mas.gov.sg/regulations-and-financial-stability/anti-money-laundering-countering-the-financing-of-terrorism-and-targeted-financial-sanctions/targeted-financial-sanctions/lists-of-designated-individuals-and-entities.aspx,Scrapper Not Available,,
261,SINGAPORE - MAS-AN - Monetary Authority - Advisory Notices.,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,,,Global,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,Scrapper Not Available,,
262,SINGAPORE - MASE - Monetary Authority - Enforcement.,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,,,Global,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,Scrapper Not Available,,
263,SINGAPORE - MAS-TSOFA - Monetary Authority of Singapore - Terrorism Suppression of Financing Act.,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,,,Global,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,Scrapper Not Available,,
264,SINGAPORE - MASW - Monetary Authority Warnings,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,,,Global,http://www.mas.gov.sg/regulations-and-financial-stability/regulatory-and-supervisory-framework/mas-act/mas-act-notices.aspx,Scrapper Not Available,,
265,SINGAPORE - SGCCS - Competition Commission of Singapore,https://www.cccs.gov.sg,,,Local,https://www.cccs.gov.sg,Scrapper Not Available,,
266,SINGAPORE - SGIRAS - Inland Revenue Authority of Singapore,https://www.iras.gov.sg/irashome/default.aspx,,,Local,https://www.iras.gov.sg/irashome/default.aspx,Scrapper Not Available,,
267,SINGAPORE - SGSGX - Singapore Exchange,https://www2.sgx.com,,,Local,https://www2.sgx.com,Scrapper Not Available,,
268,SINGAPORE - SINGAPORE CORRUPT PRACTICES INVESTIGATION BUREAU - SGCPIB,https://www.cpib.gov.sg,,,Local,https://www.cpib.gov.sg,Scrapper Not Available,,
269,SLOVAKIA - NATIONAL BANK OF SLOVAKIA - SKNBS,https://www.nbs.sk/en/home,,,Global,https://www.nbs.sk/en/home,Scrapper Not Available,,
270,SOUTH AFRICA - RSA-CC - South African Competitions Commission,http://www.compcom.co.za,,,Local,http://www.compcom.co.za,Scrapper Not Available,,
271,SOUTH AFRICA - SOUTH AFRICAN POLICE SERVICE - SAPS,http://www.compcom.co.za,,,Local,http://www.compcom.co.za,Scrapper Not Available,,
272,SOUTH AFRICA - ZAFSB - Financial Services Board,http://www.compcom.co.za,,,Local,http://www.compcom.co.za,Scrapper Not Available,,
273,SPAIN - CNMV - Com. Nacional Del Mercado De Valores,https://www.cnmv.es/portal/home.aspx?lang=en,,,Local,https://www.cnmv.es/portal/home.aspx?lang=en,Scrapper Not Available,,
274,SPAIN - DGSFP - Directorate General of Insurance and Pension Funds,https://www.cnmv.es/portal/home.aspx?lang=en,,,Local,https://www.cnmv.es/portal/home.aspx?lang=en,Scrapper Not Available,,
275,SPAIN - ESGC-MW - Guardia Civil - Most Wanted,https://www.cnmv.es/portal/home.aspx?lang=en,,,Local,https://www.cnmv.es/portal/home.aspx?lang=en,Scrapper Not Available,,
276,SPAIN - UE - Sanctions Lists.,https://www.cnmv.es/portal/home.aspx?lang=en,,,Global,https://www.cnmv.es/portal/home.aspx?lang=en,Scrapper Not Available,,
277,SRI LANKA - SLGAZ - Sri Lanka Government Gazette Terrorism List,http://www.dailymirror.lk/article/Gazette-issued-listing-LTTE-members--151683.html,,,Local,http://www.dailymirror.lk/article/Gazette-issued-listing-LTTE-members--151683.html,Scrapper Not Available,,
278,SWEDEN - FISE - Finansinspektionen.,https://www.fi.se/en/about-fi/,,,Local,https://www.fi.se/en/about-fi/,Scrapper Not Available,,
279,SWEDEN - SESCA - Swedish Competition Authority,https://www.fi.se/en/about-fi/,,,Local,https://www.fi.se/en/about-fi/,Scrapper Not Available,,
280,SWITZERLAND - SECO - State Secretariat for Econ. Affairs.,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Local,https://www.seco.admin.ch/seco/en/home.html,Scrapper Not Available,,
281,SWITZERLAND - CHWEKO - Swiss Competition Commission,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Local,https://www.weko.admin.ch/weko/en/home.html,Scrapper Not Available,,
282,SWITZERLAND - FDFA - Federal Department of Foreign Affairs,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Local,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
283,SWITZERLAND - FINMA - Swiss Financial Market Supervisory Authority,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Local,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
284,SWITZERLAND - SECO - BLRTB - State Secretariat for Econ. Affairs - Belarus Travel Ban.,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
285,SWITZERLAND - SECO -AT - State Secretariat for Econ. Affairs - Al Qaida & Taliban.,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
286,SWITZERLAND - SECO-BDI - State Secretariat for Econ. Affairs - Burundi,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
287,SWITZERLAND - SECO-BLR - State Secretariat for Econ. Affairs - Belarus Asset Freeze.,https://sanctionsguide.eversheds-sutherland.com/countries/switzerland/,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
288,SWITZERLAND - SECO-CAR - State Secretariat for Econ. Affairs - Central African Republic,https://www.state.gov/p/af/ci/index.htm,,,Local,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
289,SWITZERLAND - SECO-DRC - State Secretariat for Econ. Affairs - Dem. Rep. Congo.,https://www.fdfa.admin.ch/eda/en/home.html,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
290,UK - UKOFCOM - UK Office of Communications,https://www.bloomberg.com/profiles/companies/0672587D:LN-united-kingdom-office-of-communications,,,Global,https://www.ofcom.org.uk/home,Scrapper Available,,
291,UKRAINE - SCFM - State Committee for Financial Monitoring - UN Sanctions Programmes.,http://www.sdfm.gov.ua/index.php?lang=en,,,Global,http://www.sdfm.gov.ua/index.php?lang=en,Scrapper Available,,
292,UKRAINE - STATE COMMITTEE FOR FINANCIAL MONITORING - TERRORISM LIST - SCFM-TERR,http://www.sdfm.gov.ua/index.php?lang=en,,,Global,http://www.sdfm.gov.ua/index.php?lang=en,Scrapper Available,,
293,UKRAINE - UAMVS - Ukraine Ministry of Internal Affairs,https://www.crwflags.com/FOTW/FLAGS/ua.html,,,Global,http://www.sdfm.gov.ua/index.php?lang=en,Scrapper Available,,
294,UKRAINE - UANBU - National Bank of Ukraine,https://www.crwflags.com/FOTW/FLAGS/ua.html,,,Global,http://www.sdfm.gov.ua/index.php?lang=en,Scrapper Available,,
295,SWITZERLAND - SECOEMBARGO - State Secretariat for Econ. Affairs - Country or Region Embargo.,https://www.state.gov/p/af/ci/index.htm,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
296,SWITZERLAND - SECO-GN - State Secretariat for Econ. Affairs - Guinea,https://www.state.gov/p/af/ci/index.htm,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
297,SWITZERLAND - SECO-GNB - State Secretariat for Econ. Affairs - Guinea-Bissau,https://www.state.gov/p/af/ci/index.htm,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
298,SWITZERLAND - SECO-GNTB - State Secretariat for Econ. Affairs - Guinea Travel Ban.,https://www.state.gov/p/af/ci/index.htm,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
299,SWITZERLAND - SECO-IRQ - State Secretariat for Econ. Affairs - Iraq.,https://www.fdfa.admin.ch/eda/en/home.html,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
300,SWITZERLAND - SECO-LBY - State Secretariat for Econ. Affairs - Libya Asset Freeze,https://www.fdfa.admin.ch/eda/en/home.html,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
301,SWITZERLAND - SECO-LBYTB - State Secretariat for Econ. Affairs - Libya Travel Ban,https://www.fdfa.admin.ch/eda/en/home.html,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
302,USA - BPI-SDNTK - OFAC SDN List - BPI-Specially Designated Narcotics Trafficker Kingpin,https://www.treasury.gov/resource-center/sanctions/Programs/pages/sudan.aspx,,,Global,https://www.treasury.gov/resource-center/sanctions/Programs/pages/sudan.aspx,Scrapper Available,,
303,SWITZERLAND - SECO-MY - State Secretariat for Econ. Affairs - Myanmar.,https://www.fdfa.admin.ch/eda/en/home.html,,,Global,https://www.fdfa.admin.ch/eda/en/home.html,Scrapper Not Available,,
